   1:  3w9i-F  3.8  2.0   42  1033    5 PDB  MOLECULE: MULTIDRUG RESISTANCE PROTEIN MEXB;                         
   2:  2ig3-A  3.7  3.0   67   127    4 PDB  MOLECULE: GROUP III TRUNCATED HAEMOGLOBIN;                           
   3:  4uur-A  3.7  3.1   70   124    9 PDB  MOLECULE: PUTATIVE HEMOGLOBIN-LIKE OXYGEN-BINDING PROTEIN;           
   4:  2mx8-A  3.5  3.5   76   133   11 PDB  MOLECULE: MINOR AMPULLATE SPIDROIN;                                  
   5:  1s20-G  3.5  3.3   58   335    3 PDB  MOLECULE: HYPOTHETICAL OXIDOREDUCTASE YIAK;                          
   6:  3k53-D  3.5  3.6   56   270    4 PDB  MOLECULE: FERROUS IRON TRANSPORT PROTEIN B;                          
   7:  1ux8-A  3.4  3.0   63   118    3 PDB  MOLECULE: YJBI PROTEIN;                                              
   8:  2bkm-A  3.4  3.5   70   128    3 PDB  MOLECULE: TRUNCATED HEMOGLOBIN FROM GEOBACILLUS                      
   9:  2v50-D  3.4  2.9   38   998    3 PDB  MOLECULE: MULTIDRUG RESISTANCE PROTEIN MEXB;                         
  10:  4c0n-A  3.3  2.9   64   150    3 PDB  MOLECULE: 2-ON-2 HEMOGLOBIN;                                         
  11:  1ngk-B  3.3  3.4   68   127    7 PDB  MOLECULE: HEMOGLOBIN-LIKE PROTEIN HBO;                               
  12:  4s1y-A  3.3  2.8   58   543   12 PDB  MOLECULE: SERUM ALBUMIN;                                             
  13:  2xsi-A  3.2  3.3   62   584   13 PDB  MOLECULE: SERUM ALBUMIN;                                             
  14:  3cq5-B  3.2  3.2   40   366   13 PDB  MOLECULE: HISTIDINOL-PHOSPHATE AMINOTRANSFERASE;                     
  15:  1o5h-A  3.2  4.6   80   200    6 PDB  MOLECULE: FORMIMINOTETRAHYDROFOLATE CYCLODEAMINASE;                  
  16:  3rde-A  3.2  3.1   61   552    5 PDB  MOLECULE: ARACHIDONATE 12-LIPOXYGENASE, 12S-TYPE;                    
  17:  2r17-D  3.2  2.8   42   276    5 PDB  MOLECULE: VACUOLAR PROTEIN SORTING-ASSOCIATED PROTEIN 29;            
  18:  4f5v-A  3.2  3.1   60   584    5 PDB  MOLECULE: SERUM ALBUMIN;                                             
  19:  2km6-A  3.1  2.9   61    96    8 PDB  MOLECULE: NACHT, LRR AND PYD DOMAINS-CONTAINING PROTEIN 7;           
  20:  3fhf-A  3.1  3.3   63   214    6 PDB  MOLECULE: N-GLYCOSYLASE/DNA LYASE;                                   
  21:  3d8k-C  3.1  7.6   48   351    2 PDB  MOLECULE: PROTEIN PHOSPHATASE 2C;                                    
  22:  2xyk-B  3.1  3.1   71   130    8 PDB  MOLECULE: 2-ON-2 HEMOGLOBIN;                                         
  23:  2iuk-A  3.1  3.2   63   834    6 PDB  MOLECULE: SEED LIPOXYGENASE;                                         
  24:  3j7y-7  3.1  3.0   52   266    8 PDB  MOLECULE: 16S RRNA;                                                  
  25:  2vkj-A  3.1  3.9   42   106    5 PDB  MOLECULE: TM1634;                                                    
  26:  1i9y-A  3.1  3.0   39   336   10 PDB  MOLECULE: PHOSPHATIDYLINOSITOL PHOSPHATE PHOSPHATASE;                
  27:  3dby-C  3.0  4.2   70   267    6 PDB  MOLECULE: UNCHARACTERIZED PROTEIN;                                   
  28:  2yb0-E  3.0  3.6   66   264   11 PDB  MOLECULE: DUTPASE;                                                   
  29:  2ll0-A  3.0  3.1   64   104    6 PDB  MOLECULE: UNCHARACTERIZED PROTEIN;                                   
  30:  1mwk-A  3.0  3.3   54   320    2 PDB  MOLECULE: PARM;                                                      
  31:  4dn7-A  3.0  3.2   41   406    5 PDB  MOLECULE: ABC TRANSPORTER, ATP-BINDING PROTEIN;                      
  32:  3bes-R  3.0  4.1   43   250    7 PDB  MOLECULE: INTERFERON GAMMA;                                          
  33:  2lpi-A  3.0  3.4   76   137    4 PDB  MOLECULE: MAJOR AMPULLATE SPIDROIN 1;                                
  34:  3cl3-A  3.0  3.6   64   172    6 PDB  MOLECULE: ORF K13;                                                   
  35:  4a36-A  3.0  2.8   51   523    6 PDB  MOLECULE: RETINOIC ACID INDUCIBLE PROTEIN I;                         
  36:  3j96-G  3.0  3.8   40   286    5 PDB  MOLECULE: VESICLE-FUSING ATPASE;                                     
  37:  3wvo-A  2.9  3.2   70   543    6 PDB  MOLECULE: CRISPR-ASSOCIATED PROTEIN, CSE1 FAMILY;                    
  38:  3dai-A  2.9  3.6   63   130    6 PDB  MOLECULE: ATPASE FAMILY AAA DOMAIN-CONTAINING PROTEIN 2;             
  39:  4n4g-A  2.9  3.3   61   209    5 PDB  MOLECULE: ZINC FINGER MYND DOMAIN-CONTAINING PROTEIN 11;             
  40:  2k0n-A  2.9  3.4   50    85   18 PDB  MOLECULE: MEDIATOR OF RNA POLYMERASE II TRANSCRIPTION                
  41:  1dwv-A  2.9  5.1   64   421    5 PDB  MOLECULE: NITRIC OXIDE SYNTHASE;                                     
  42:  2w8a-A  2.9  4.3   53   531    8 PDB  MOLECULE: GLYCINE BETAINE TRANSPORTER BETP;                          
  43:  3v99-B  2.9  3.3   62   639    6 PDB  MOLECULE: ARACHIDONATE 5-LIPOXYGENASE;                               
  44:  1ith-A  2.9  4.0   70   141   11 PDB  MOLECULE: HEMOGLOBIN (CYANO MET);                                    
  45:  4gou-A  2.9  3.4   65   507    3 PDB  MOLECULE: EHRGS-RHOGEF;                                              
  46:  3s1i-A  2.9  3.8   69   131    6 PDB  MOLECULE: HEMOGLOBIN-LIKE FLAVOPROTEIN;                              
  47:  3hde-A  2.9  2.7   60   165    8 PDB  MOLECULE: LYSOZYME;                                                  
  48:  2apl-A  2.9  3.2   57   149    0 PDB  MOLECULE: HYPOTHETICAL PROTEIN PG0816;                               
  49:  3aq5-A  2.9  3.8   68   117    6 PDB  MOLECULE: GROUP 1 TRUNCATED HEMOGLOBIN;                              
  50:  1t5o-A  2.9  1.9   40   340    8 PDB  MOLECULE: TRANSLATION INITIATION FACTOR EIF2B, SUBUNIT DELT          
  51:  2ptf-A  2.9  3.0   40   200    5 PDB  MOLECULE: UNCHARACTERIZED PROTEIN MTH_863;                           
  52:  3gdj-A  2.9  3.5   69   141    3 PDB  MOLECULE: HEMOGLOBIN SUBUNIT ALPHA;                                  
  53:  4f5s-A  2.9  3.1   62   583    6 PDB  MOLECULE: SERUM ALBUMIN;                                             
  54:  4dk2-A  2.8  3.4   63   260    5 PDB  MOLECULE: DEOXYURIDINE TRIPHOSPHATASE;                               
  55:  3n3v-A  2.8  3.4   56   299    7 PDB  MOLECULE: ADENOSINE MONOPHOSPHATE-PROTEIN TRANSFERASE IBPA;          
  56:  4gx0-D  2.8  2.9   59   376    8 PDB  MOLECULE: TRKA DOMAIN PROTEIN;                                       
  57:  1lot-A  2.8  4.4   52   436   10 PDB  MOLECULE: VITAMIN D-BINDING PROTEIN;                                 
  58:  3n9t-A  2.8  4.3   55   286   11 PDB  MOLECULE: PNPC;                                                      
  59:  1otr-A  2.8  2.7   43    49   12 PDB  MOLECULE: PROTEIN CUE2;                                              
  60:  3d5l-A  2.8  3.0   52   203    8 PDB  MOLECULE: REGULATORY PROTEIN RECX;                                   
  61:  3zjc-B  2.8  2.6   42   257   10 PDB  MOLECULE: GTPASE IMAP FAMILY MEMBER 7;                               
  62:  3lxj-A  2.8  3.7   64   135    8 PDB  MOLECULE: ATPASE FAMILY AAA DOMAIN-CONTAINING PROTEIN 2B;            
  63:  3nr1-A  2.8  3.6   72   178    7 PDB  MOLECULE: HD DOMAIN-CONTAINING PROTEIN 3;                            
  64:  2r80-A  2.8  3.7   70   141    3 PDB  MOLECULE: HEMOGLOBIN SUBUNIT ALPHA-A;                                
  65:  4nk2-A  2.8  2.9   68   164    6 PDB  MOLECULE: HEMOGLOBIN-LIKE PROTEIN;                                   
  66:  4u5g-B  2.8  1.9   40    83   10 PDB  MOLECULE: CON-IKOT-IKOT;                                             
  67:  2js9-A  2.8  2.1   41    81    2 PDB  MOLECULE: SAPOSIN-LIKE PROTEIN FAMILY PROTEIN 5;                     
  68:  4u5g-A  2.8  2.1   40    83    8 PDB  MOLECULE: CON-IKOT-IKOT;                                             
  69:  4ui9-F  2.8  2.9   37   498    3 PDB  MOLECULE: ANAPHASE-PROMOTING COMPLEX SUBUNIT 1;                      
  70:  4f5t-A  2.8  3.1   63   583   10 PDB  MOLECULE: SERUM ALBUMIN;                                             
  71:  2lyi-A  2.7  4.2   69   167    7 PDB  MOLECULE: PROTEIN (ENTITY);                                          
  72:  2dbg-A  2.7  3.7   66   103    6 PDB  MOLECULE: MYELOID CELL NUCLEAR DIFFERENTIATION ANTIGEN;              
  73:  2gf5-A  2.7  3.0   55   191    5 PDB  MOLECULE: FADD PROTEIN;                                              
  74:  4n1l-A  2.7  3.0   58    95    5 PDB  MOLECULE: NACHT, LRR AND PYD DOMAINS-CONTAINING PROTEIN 14;          
  75:  4uyb-A  2.7  5.1   57   400    7 PDB  MOLECULE: SEC14-LIKE PROTEIN 3;                                      
  76:  4u5b-E  2.7  2.1   45    85    9 PDB  MOLECULE: GLUTAMATE RECEPTOR 2;                                      
  77:  2xhe-A  2.7  7.4   52   566    4 PDB  MOLECULE: UNC18;                                                     
  78:  3vr8-D  2.7  3.2   43   129    7 PDB  MOLECULE: FLAVOPROTEIN SUBUNIT OF COMPLEX II;                        
  79:  1cg5-B  2.7  3.6   66   141    3 PDB  MOLECULE: PROTEIN (HEMOGLOBIN);                                      
  80:  4h2l-B  2.7  3.4   66   146    5 PDB  MOLECULE: ALPHA-GLOBIN;                                              
  81:  1h97-A  2.7  3.8   69   147    4 PDB  MOLECULE: GLOBIN-3;                                                  
  82:  1spg-A  2.7  3.6   69   142    6 PDB  MOLECULE: HEMOGLOBIN;                                                
  83:  3lto-A  2.7  4.1   66   315    5 PDB  MOLECULE: MEVALONATE DIPHOSPHATE DECARBOXYLASE;                      
  84:  4jdq-A  2.7  3.7   66   102   11 PDB  MOLECULE: SLR1964 PROTEIN;                                           
  85:  4u5h-A  2.7  2.0   40    85   10 PDB  MOLECULE: CON-IKOT-IKOT;                                             
  86:  4fkh-A  2.7  2.4   39   903    5 PDB  MOLECULE: AMINOPEPTIDASE N;                                          
