temp2.pdb Un-weighted RMSd =  12.150 over all 87 matched atoms 44.256218 309.571716    8.0 29.546894 23.117010 27.457617 31.804539
temp2.pdb Un-weighted RMSd =  12.150 over all 87 matched atoms 44.256218 309.571716    8.0 29.546892 23.117008 27.457613 31.804533
temp2.pdb Un-weighted RMSd =  12.662 over all 77 matched atoms 40.286488 71.597404   10.4 25.580521 18.100315 23.470339 28.791082
temp2.pdb Un-weighted RMSd =  12.784 over all 93 matched atoms 59.668495 81.787987    6.5 25.369928 17.708763 22.579102 27.521786
temp2.pdb Un-weighted RMSd =  11.809 over all 65 matched atoms 42.295387 43.264183    6.2 20.841726 11.537986 16.767847 22.281065
temp2.pdb Un-weighted RMSd =  13.465 over all 84 matched atoms 45.216637 276.408569    4.8 24.218008 17.093348 21.773504 26.415400
temp2.pdb Un-weighted RMSd =  12.332 over all 70 matched atoms 40.261139 40.225544    5.7 25.490843 19.204910 23.244884 27.216257
temp2.pdb Un-weighted RMSd =  12.973 over all 62 matched atoms 39.918396 30.713667   11.3 18.908197 9.759682 13.401188 17.635273
temp2.pdb Un-weighted RMSd =  13.119 over all 87 matched atoms 44.000530 307.741089    8.0 26.824915 21.260155 24.535370 27.808838
temp2.pdb Un-weighted RMSd =  13.119 over all 87 matched atoms 44.000530 307.741089    8.0 26.824915 21.260157 24.535370 27.808838
temp2.pdb Un-weighted RMSd =  10.861 over all 74 matched atoms 41.993591 84.791214    8.1 33.358669 27.915695 33.530174 38.550110
temp2.pdb Un-weighted RMSd =  11.937 over all 78 matched atoms 41.347900 275.713470    2.6 31.613579 25.811115 31.414072 36.626534
temp2.pdb Un-weighted RMSd =  11.896 over all 66 matched atoms 41.428196 66.975471    6.1 21.630196 13.727189 18.722662 23.764643
temp2.pdb Un-weighted RMSd =  12.534 over all 72 matched atoms 37.344204 235.851364    4.2 28.082455 21.712923 26.151310 30.475332
temp2.pdb Un-weighted RMSd =  10.841 over all 61 matched atoms 33.858059 162.763641    3.3 24.761822 17.017792 22.133116 27.276617
temp2.pdb Un-weighted RMSd =  10.226 over all 68 matched atoms 40.103943 50.715298    7.4 29.875982 22.612881 28.025948 33.329113
temp2.pdb Un-weighted RMSd =  13.230 over all 91 matched atoms 59.137489 101.237701    9.9 23.319448 15.853056 20.572891 25.298857
temp2.pdb Un-weighted RMSd =  13.230 over all 91 matched atoms 59.137489 101.237701    9.9 23.319448 15.853057 20.572895 25.298866
temp2.pdb Un-weighted RMSd =  13.739 over all 79 matched atoms 41.845570 88.154930    3.8 31.147137 26.084223 31.549263 36.533348
temp2.pdb Un-weighted RMSd =  12.470 over all 89 matched atoms 42.611500 207.713577    5.6 16.525612 8.319654 10.992533 14.124189
temp2.pdb Un-weighted RMSd =  10.428 over all 70 matched atoms 46.798164 55.469158    8.6 34.114475 28.541410 33.994831 39.090534
temp2.pdb Un-weighted RMSd =  11.808 over all 75 matched atoms 45.657879 110.759827    1.3 32.814732 27.014921 31.511013 35.855068
temp2.pdb Un-weighted RMSd =  12.068 over all 87 matched atoms 41.446239 288.623108    5.7 32.542347 28.915260 32.050793 34.939945
temp2.pdb Un-weighted RMSd =  12.068 over all 87 matched atoms 41.446239 288.623108    5.7 32.542347 28.915258 32.050793 34.939945
temp2.pdb Un-weighted RMSd =  12.384 over all 76 matched atoms 49.084862 50.465961    3.9 14.963956 5.045084 8.399810 12.544827
temp2.pdb Un-weighted RMSd =  15.947 over all 91 matched atoms 44.255955 253.286240    5.5 19.698435 14.416145 17.493139 20.466810
temp2.pdb Un-weighted RMSd =  10.468 over all 84 matched atoms 54.528263 49.422546    4.8 27.605259 19.263325 25.202671 31.167475
temp2.pdb Un-weighted RMSd =  13.533 over all 82 matched atoms 41.913784 158.015091    4.9 29.013514 24.128204 28.598053 32.603180
temp2.pdb Un-weighted RMSd =  13.964 over all 82 matched atoms 40.975273 162.509903    7.3 28.384474 22.777931 27.265770 31.481955
temp2.pdb Un-weighted RMSd =  12.423 over all 78 matched atoms 41.034931 81.890541    3.8 27.975605 22.768402 26.011389 29.234318
temp2.pdb Un-weighted RMSd =  11.864 over all 89 matched atoms 37.767612 168.021072    9.0 25.767820 21.140886 23.638285 26.057249
temp2.pdb Un-weighted RMSd =  11.864 over all 89 matched atoms 37.767612 168.021072    9.0 25.767820 21.140890 23.638285 26.057243
temp2.pdb Un-weighted RMSd =  11.570 over all 78 matched atoms 48.670586 37.536674    5.1 24.564310 16.201433 20.949415 25.976871
temp2.pdb Un-weighted RMSd =  14.568 over all 82 matched atoms 49.982601 56.497337    3.7 18.887648 12.056037 15.611150 19.220270
temp2.pdb Un-weighted RMSd =  13.223 over all 79 matched atoms 37.451523 149.650818    5.1 27.314741 20.259314 25.202038 30.101238
temp2.pdb Un-weighted RMSd =  14.030 over all 87 matched atoms 50.410374 25.566687    3.4 17.919441 8.757796 12.114442 16.107080
temp2.pdb Un-weighted RMSd =  11.600 over all 73 matched atoms 37.253979 179.147690    9.6 24.868885 16.719744 21.816263 27.023308
temp2.pdb Un-weighted RMSd =  11.550 over all 73 matched atoms 41.540089 76.292969    4.1 24.326653 18.181507 22.700136 26.997355
temp2.pdb Un-weighted RMSd =  11.683 over all 54 matched atoms 31.462749 18.216515    3.7 25.096737 17.640755 22.986923 28.301102
temp2.pdb Un-weighted RMSd =  12.213 over all 69 matched atoms 33.512070 150.111374    4.3 40.843334 37.458633 42.221840 46.444740
temp2.pdb Un-weighted RMSd =  16.018 over all 89 matched atoms 50.275711 40.699139    6.7 14.647436 6.538105 9.020674 11.971119
temp2.pdb Un-weighted RMSd =  15.657 over all 83 matched atoms 46.456955 38.478611    7.2 16.112713 8.786170 11.263164 14.037387
temp2.pdb Un-weighted RMSd =  13.120 over all 92 matched atoms 49.388920 74.567825    5.4 25.274984 18.197985 22.038166 26.079332
temp2.pdb Un-weighted RMSd =  13.764 over all 79 matched atoms 48.920582 31.035162    3.8 16.107027 7.570323 10.978813 14.847345
temp2.pdb Un-weighted RMSd =  13.079 over all 81 matched atoms 52.464993 68.412491    3.7 22.479834 14.000402 19.228752 24.563231
temp2.pdb Un-weighted RMSd =  10.508 over all 81 matched atoms 45.396935 61.053513    9.9 20.426308 10.328446 14.831645 20.005247
temp2.pdb Un-weighted RMSd =  11.005 over all 70 matched atoms 34.806351 155.346024    7.1 39.909676 35.997593 40.978390 45.468445
temp2.pdb Un-weighted RMSd =   9.009 over all 70 matched atoms 37.449291 196.202255    7.1 44.358582 40.284367 45.918705 51.023029
temp2.pdb Un-weighted RMSd =  11.935 over all 69 matched atoms 33.954914 157.031723    8.7 33.553585 28.333172 31.711823 35.062271
temp2.pdb Un-weighted RMSd =  13.224 over all 74 matched atoms 35.613968 139.783463   10.8 25.491768 19.180105 22.924129 26.606848
temp2.pdb Un-weighted RMSd =  15.291 over all 91 matched atoms 54.782951 92.055557    6.6 20.526302 12.913165 16.555073 20.520426
temp2.pdb Un-weighted RMSd =  11.754 over all 80 matched atoms 52.448887 60.863983    6.2 29.569330 23.107367 28.880627 34.293503
temp2.pdb Un-weighted RMSd =  11.225 over all 93 matched atoms 48.649200 138.168198    7.5 30.179310 23.827839 29.009077 33.961632
temp2.pdb Un-weighted RMSd =  14.555 over all 82 matched atoms 46.987812 351.365021    4.9 14.929652 6.354929 9.587188 13.249748
